speakers,dialogue
raj,Their meatballs are pretty good.
sheldon,What’s that?
raj,"Nothing, nothing."
sheldon,"Hello, Stuart."
sheldon,"No, no. I was just sitting at home thinking about how it might be nice to catch up with my ninth favourite person."
sheldon,"You moved up one. My pen pal in Somalia was kidnapped by pirates. So, uh, how are you?"
sheldon,"Great. Great. So, what’s new with your family? How’s your mother? Is she alive?"
sheldon,And your father? Alive?
sheldon,"How about your grandparents, they alive?"
sheldon,"Oh, I’m so sorry for your loss. On a cheerier note, I have a teeth-cleaning appointment this afternoon. What do you say you take me over there, buddy boy?"
sheldon,"Yes. And now, I can’t make any promises, but that’s the sort of thing that gets a fella on the short list for the number eight friend slot."
sheldon,"Can’t help a friend out in a time of need, huh? I see where your therapist was coming from."
raj,"Ooh, ooh! What about we make your astronaut nickname Howard “Buzz” Wolowitz?"
howard,You can’t do Buzz. Buzz is taken.
raj,Buzz Lightyear is not real.
howard,"No, that’s not what I’m talking about."
raj,"Well, are you talking about when he thought he was real?"
howard,No.
raj,"Okay, um, how about Crash”? Howard “Crash” Wolowitz."
howard,"Yeah, terrific. The other astronauts would love to go hurtling through space with a guy named Crash."
raj,"All right, um, how about, oh, how about Rocket Man?"
leonard,"That’s not bad, Howard “Rocket Man” Wolowitz."
howard,"Yeah, it’s great, but I told you, I don’t get to pick my nickname. It has to come from the other astronauts."
raj,Maybe there’s a way to get them to come up with it.
howard,Like how?
leonard,"Once I tried carrying around a Duncan yo-yo, hoping the other kids would start calling me Duncan."
howard,Did it work?
leonard,"No, they ended up calling me Sock Mouth. Because they took away my yo-yo and stuffed their socks in my mouth."
raj,"Okay, uh, what if we make Rocket Man your ringtone, and the next time you talk to those guys, I’ll call you and they’ll hear it. Plant the seed."
howard,That’s actually not a terrible plan.
raj,They don’t call me Brown Dynamite for nothing.
leonard,‘Sup?
sheldon,‘Sup?
leonard,"Hey, did you ever make it to the dentist?"
sheldon,"Not necessary. No. I found a service that’ll send a van to your house for a teeth cleaning. Mostly they cater to dogs, but the fellow on the phone seemed to have an open mind."
leonard,"All right, Sheldon, if you need me to take you to the dentist, I will take you to the dentist."
sheldon,Are you suggesting that you’ve come to your senses and wish to re-establish the mutual benefits that stem from full participation in the roommate agreement?
leonard,Absolutely. If you admit that you’re a 30-year-old man who’s incapable of functioning on his own.
raj,"Ooh, Sock Mouth’s got him on the ropes."
sheldon,"I will admit nothing of the sort. And now if you’ll excuse me, I have to call my dentist and see if I can also get my hair shampooed and my nails clipped."
penny,"Oh, good, your power’s out, too."
leonard,Why is that good?
penny,"Because last month, I sent the electric company a Starbucks gift card, an apology note, and a few snapshots of me in a bra."
sheldon,Power failure. Implementing power-failure protocol.
leonard,What happened to all your glow-in-the-dark-emergency-exit stuff you had painted on the floor?
sheldon,"Oh, that was wildly carcinogenic. Anyway, it’s too bad you’re no longer entitled to the full benefits of my friendship, because I happen to be extremely prepared for such an emergency. Please try not to see anything by this light. It’s not for you."
leonard,"It’s just a blackout, I’m sure the power will be back on soon."
sheldon,And I’m sure some fool in the Donner party said the snow would stop any day now. I like to think they ate him first.
penny,"You know, I got some candles in my apartment."
sheldon,"But candles? During a blackout? Are you mad? That’s a fire hazard. No, Pasadena Water and Power recommends the far safer glow stick."
leonard,"You call that a glow stick? That is a glow stick. Come on, let’s go."
sheldon,"Before you go, consider this. Not only do I have a deep-cycle marine battery power source which is more than capable of running our entertainment system, I also have all 61 episodes of the BBC series Red Dwarf and Fiddle-Faddle. All yours if you’re willing to reinstate the roommate agreement."
penny,I’ve got wine at my place and some bubble wrap we could pop.
sheldon,"Oh, he’ll be back. Wine and a girl in the dark, he’s gonna be bored out of his mind."
leonard,To wine and bubble wrap. And to not having to watch Sheldon demonstrate his reverse osmosis machine that converts urine into drinking water.
penny,"You know, in Girl Scouts, Tammie Dinisha said you could do that with panty hose. Boy, was she wrong. Anyway, you want to make out?"
leonard,"I thought because our relationship’s in a beta test, you wanted to take things slow."
penny,Okay. Do you want to make out slow?
leonard,I can go so slow it’ll be like there’s a snail in your mouth.
penny,"Ugh. Well, lucky for you, there’s nothing else to do right now."
sheldon,"Excuse me, Leonard."
leonard,Since when don’t you knock? It’s like the only good thing about you.
sheldon,"Social niceties have been suspended, Leonard. We’re in a state of a emergency. The world has descended into darkened turmoil. Lawlessness and savagery are the order of the day."
leonard,"Fine, what is it?"
sheldon,I’m making s’mores. I wanted to alert you in case you smelled caramelizing marshmallows and thought a nearby candy factory was on fire.
leonard,"S’mores, huh? Good for you."
sheldon,"Yes, or good for us if you sign here and reinstate the full roommate agreement."
leonard,"No, thanks. I’m good."
sheldon,"Really? Huh! Okay. In that case, I will have a s’more by myself. And then I’m gonna have s’more. By myself."
penny,Aw.
leonard,"No, don’t aw him. He brought this all on himself."
penny,But he’s sad.
leonard,"No, he’s crazy. Sometimes crazy looks like sad so it’ll suck you back in."
penny,I think he misses his little buddy.
leonard,"Fine. But mark my words, this frustrating, bogus teenage make-out session is not over."
leonard,I thought you said candles were dangerous.
sheldon,"This is a Bunsen burner. I’m a scientist, I know what I’m doing. Oh, drat.  Aw. It took me a gallon of urine to make that water."
leonard,"Listen, Sheldon, this is stupid. I don’t see why we can’t be friends. And I’m willing to drive you around and help you out with stuff. I just don’t want to do it because of some silly roommate agreement."
sheldon,What are you proposing?
leonard,"That we go back to the way things were. But when I do something for you, you show a little appreciation."
sheldon,And how would I do that?
leonard,You say thank you.
sheldon,Every time?
leonard,It’s not crazy.
sheldon,"Counter-proposal. We reinstate the full roommate agreement with the following addendum, in the spirit of Mother’s Day or Father’s Day, once a year, we set aside day to celebrate all your contributions to my life, both actual and imagined by you. We could call it Leonard’s Day."
leonard,I kind of like the sound of that.
sheldon,"Of course you do. It’s about you, like everything else.  Oh, thank goodness. I don’t think I had it in me to make another glass of water."
leonard,"So, do I get breakfast in bed on Leonard’s Day?"
sheldon,No.
leonard,Can I sit in your spot?
sheldon,No.
leonard,Can I control the thermostat?
sheldon,No.
leonard,Do I get a card?
sheldon,Of course you get a card. It’s Leonard’s Day.
penny,"Hey, guys, the building manager said the reason the power went out is someone went down into the basement and just pulled the main breaker switch."
leonard,"Really. Who do you think did that, Sheldon?"
sheldon,"Oh, I don’t know. But whoever that mystery man was, you should be eternally grateful, for without him, there would be no Leonard’s Day."
penny,Leonard’s Day?
sheldon,"Oh, no pressure. Just get him a crummy card, you’re good."
howard,"All right, test my ring tone. That really is a good song."
raj,"Oh, yeah. There’s a reason he’s Sir Elton John. They don’t make you a knight for writing Wake Me Up Before You Go Go."
howard,"Ma, I told you I have a video conference with NASA. I said don’t bother me!"
howard,"Yes, please listen to Mr. Big Shot Astronaut. Hey, good morning."
howard,"No problem, Dr. Massimino."
howard,Mass. That’s a cool nickname. ‘Cause force equals mass times acceleration.
howard,Sorry. My phone.
howard,"Yeah, my ring tone. Kind of my favourite song, Rocket Man."
howard,Not now!
howard,My mom. Sorry.
howard,"No problem, Fruit Loops."
sheldon,"Gentlemen, I think I’ve come up with a fun way to get young people interested in science. Physics Mad-Libs. Now, give me a number."
leonard,Five.
sheldon,Uh-huh. And an irrational constant.
howard,E.
sheldon,And a funny Greek letter.
raj,Gamma.
sheldon,I said funny.
raj,Upsilon?
sheldon,Good one. And an electrical charge.
leonard,Positive.
sheldon,Ha. Perfect. Okay. Get this. Professor Jones told the symposium he had a new method for calculating the mass of a muon. Five times the limit of E to the upsilon as in a 
howard,I haven’t seen him laugh that hard since the day Leonard made that multiplication error.
sheldon,"Oh, Oh, Lord, that multiplication error! He thought he carried the one. But he didn’t."
leonard,It’s not funny. That mistake got published.
sheldon,Stop! I’m going to wet myself!
raj,"Hey, guys, guys, President Siebert is headed this way."
howard,I wonder what he wants.
leonard,"Doesn’t look happy, so I’m guessing he wants to talk to Sheldon."
leonard,Told ya.
sheldon,"Oh, President Siebert, I assume you’d like to respond to one of the suggestions I put in the box by your office."
sheldon,"You don’t like written suggestions. You don’t like when I give them to you while we’re urinating in the men’s room. If I didn’t know any better, I’d say that you’re one of those stubborn people who are not open to suggestions."
sheldon,I don’t need a vacation.
sheldon,"But if I don’t come into work, what am I supposed to do with myself?"
sheldon,Sarcasm?
howard,No. You should go.
leonard,"That tonight’s gonna be a good night, and tonight’s gonna be a good night, and tonight’s gonna be a good, good night! Tonight’s the night, uh, uh, let’s live it up, uh, I got my money, let’s spend it up…"
sheldon,Good Lord! Would you stop that caterwauling!
leonard,What the hell are you doing?
sheldon,Bleeding from my ears.
leonard,What are you doing hiding back there?
sheldon,"I’m sneaking into work. Now, if the guard at the university asks what’s under the blanket, you tell him it’s some lobster traps."
leonard,Lobster traps?
sheldon,Yes. That’s how Velma and Scooby smuggled Shaggy into the old lighthouse.
leonard,What are you going to do when you get to the university? People are going to recognize you.
sheldon,"Will they, Leonard? "
leonard,"Fine. Just get back under your blanket, and I’ll drive you there."
sheldon,And no more singing.
leonard,Fine.
sheldon,I have GPS on my phone. I know you turned around.
penny,I’m so glad you talked Howard out of having your wedding invitations in Klingon.
bernadette,Turn it over. I’m hoping my relatives think it’s Hebrew.
amy,"This is really happening. I’m gonna be a maid of honour. I’m gonna wear a beautiful dress and walk down that aisle and, finally, I will have my special day."
bernadette,You mean my special day?
amy,They’re gonna need an extra-large veil for somebody’s head.
bernadette,If I ever actually ever get married.
penny,Why wouldn’t you?
bernadette,"My dad. Because I make a lot more money than Howie, he’s putting a lot of pressure on me to get a pre-nup."
penny,Ouch.
bernadette,Yeah. Howie’s gonna freak out.
amy,"Parental pressure can be daunting. I remember the battle with my mother about shaving my legs. Last year, I finally gave in and let her do it."
bernadette,I just don’t know how I’m gonna break it to him.
penny,"You know, I’m a big believer in breaking bad news to a guy when you’re in bed with him. That’s how I told my high school boyfriend I slept with his brother. That’s how I told his brother the same thing."
bernadette,"I don’t know, I don’t want to manipulate him with sex."
penny,"Oh, sweetie, that’s what sex is for."
amy,"You know, the connection between marriage and money is nothing new. In fact, the term wed referred to the money and livestock that the groom paid the bride’s father. For example, you’re adorable, intelligent and a good earner. I could conservatively see you going for at least two oxen and a goose.  You would fetch a unicorn."
leonard,"Sheldon, there are a million great vacations you could take. What about Hawaii?"
sheldon,"Hawaii is a former leper colony on top of an active volcano where the disappointing ending to Lost was filmed. Mahalo for nothing, Hawaii."
howard,"How about Florida? They’ve got Cape Canaveral, they’ve got Disney, they’ve got my Aunt Ida and the world’s largest collection of diabetic candy. Plus, if you get sweaty enough, her plastic-covered furniture is like a flume ride."
sheldon,My family took a trip to Florida when I was a child. A seagull stole a hot dog from me on the beach. I got the message.
raj,"You know, if I had a week off, I’d go back to the Two Bunch Palms Resort and Spa in the desert. I tell you, an hour on the massage table with Trevor, and you’ll feel like you were born without bones."
howard,I don’t think I could ever let a guy give me a massage.
raj,Really? What was I doing to your neck last night while you were playing X-Box?
sheldon,"It’s like I’m living in a dictatorship. You must take a vacation, you must have fun, you must enjoy life."
howard,I don’t think you have a good handle on dictatorships.
leonard,"Sheldon, everybody takes vacations."
sheldon,"One time they tried to make Richard Feynman take a vacation, but he chose instead to expand his mind and learn something new. He went to work in his friend’s biology lab. Richard Feynman was a famous American physicist, part of the Manhattan Project."
howard,Everyone in the world of science knows who Richard Feynman was.
sheldon,"Now you do, too. Oh! I have a brilliant idea. Amy’s a biologist. I’ll go work in her lab."
howard,Isn’t that just Feynman’s idea?
sheldon,"Ten seconds ago, you never heard of him. Now you’re an expert."
leonard,Hey.
penny,"Hey, you."
leonard,"Is that your laundry? You only have, like, six things in there."
penny,"Yeah, I didn’t have any quarters, so I’ve been sneaking stuff into other people’s loads all day. Hey, if I tell you something, will you promise not to tell anybody?"
leonard,"It doesn’t matter what I say, you’re gonna tell me anyway."
penny,What? That is not true. Bernadette wants a pre-nup.
leonard,Wow. That’s rough.
penny,"So you’re saying if I became a famous movie star, we got married, you wouldn’t sign a pre-nup?"
leonard,"Absolutely not. If I’m gonna be stuck at home with the kids while you’re on location cheating on me with Ryan Gosling, then Leonard gots to get paid. So, you think about us getting married?"
penny,"I think about a lot of things. I think about us getting married, I think about us breaking up. Once in a while, I think about how I didn’t leave a note on that Mercedes I dinged in the parking lot last month, but then I have a glass of wine and it passes."
leonard,"Joke all you want, but you think about it."
penny,"Well, tell you one thing, if I ever do get married, no Klingon invitations."
leonard,Good luck catching a man with that attitude.
sheldon,"Boy, oh, boy. This vacation is off to a wonderful start. The smell of formaldehyde, the whir of the centrifuge, the distant chatter of lab animals being dispatched for dissection. Mm, I can already feel my cares just melting away."
amy,I’m excited to work with my boyfriend. It’s gonna be romantic.
sheldon,Way to kill the mood.
amy,"Come on, Sheldon. We can be like Marie Curie and her husband, Pierre, who spent their days working side by side, bathed in the glow of their love and the radium that ultimately killed her. Screw Beauty and the Beast, that’s the love story Disney should tell."
sheldon,"Okay, what do we start with? Maybe splicing some genes, clone a sheep, perhaps grow a human ear on a mouse’s back? Ha-ha, I’m a freak!"
amy,"Oh, I’m gonna be doing some brain stem histology while you put yourself on the business end of a sponge and wash those beakers."
sheldon,"Wash those bea… Oh, I get it, a little hazing for the new fella. Yeah, I’d better keep and eye out for, what, shoe polish on the microscope, or mad cow disease in my grilled cheese sandwich?"
amy,"No, I just need those beakers washed. Hippity-hop, quick like a bunny."
sheldon,"What? Excuse me, you have Dr. Sheldon Cooper in your lab. You’re gonna make him do the dishes? That’s like asking the Incredible Hulk to open a pickle jar."
amy,"Sheldon, you’ve never worked in a lab like this before. You have no experience in the field of biology."
sheldon,I have plenty of experience in biology. I bought a Tamagotchi in 1998. And it’s still alive. Let’s do this.
leonard,Where’s Howard?
raj,"No hi, Raj? No how are you, Raj? Just straight to where’s the other white guy?"
leonard,"I’m sorry. So, listen, I heard something about him. Can you keep it between us?"
raj,"Ooh, gossip. When I first got here, I thought you Americans really gossiped around the water cooler. So I hung out there for, like, a month, but the only gossip I ever heard was about some creepy guy hanging out by the water cooler."
leonard,Bernadette wants to get a pre-nup.
raj,"Oh, that’s a shame, he’s gonna be devastated."
leonard,I never know what to do in these situations. Should I give him a heads-up?
raj,Hmm. I’m gonna give you the same advice I yell at the TV when the Bachelor’s handing out roses. Follow your heart.
howard,Check it out. Look at the size of that Rice Krispie Treat. Same price.
leonard,"Hey, Howard, I need to tell you something."
howard,"I know, it’s not on my wedding diet. I don’t care."
leonard,"Uh, listen, I heard that Bernadette’s thinking about asking you for a pre-nup."
howard,A pre-nup? Wow.
leonard,What are you gonna do?
howard,I don’t know.
raj,Follow your heart.
howard,"You know what, it’s not a big deal. She makes more money than me. She wants to protect her financial interests. It’s completely reasonable."
howard,"Yeah, actually, it’s good for both of us. I have assets to protect, too."
raj,Like what?
howard,I’ve got some rare comic books. The Vespa’s almost paid off. And Ma and I have a primo double cemetery plot at Mt. Sinai right near the guy who played Mr. Roper on Three’s Company.
raj,Mr. Roper’s dead? You can’t just spring that on a guy.
sheldon,Here you go. This is now the only lab with glassware washed by a man with two doctorates and a restraining order signed by Carl Sagan.
amy,Soap spots. Wash ’em again.
sheldon,Y-you’re being ridiculous. Those are perfectly clean.
amy,"Sheldon, this beaker used to contain cerebral spinal fluid from an elephant that died of syphilis. If it’s, in fact, perfectly clean, drink from it."
sheldon,Biologists are mean.
amy,"All right, perhaps this task will be a little bit more up your alley. I need you to count the bacteria spores on these petri dishes."
sheldon,There was something wrong with that detergent. That was way too bubbly.
amy,I’m sure it was.
sheldon,I intend to write that soap company a strongly worded letter.
amy,"Yeah, good for you. Now, start counting."
sheldon,You know what this place needs? A suggestion box.
sheldon,366… 367…
amy,How’s it going?
sheldon,"How’s counting going? When I was in kindergarten, I recited pi to a thousand places for the school talent show. I think I got this."
amy,Great.
sheldon,"Aw, nuts! One…"
sheldon,"This is preposterous. I think you’re giving me these tasks because you’re afraid if you give me anything meaningful to do, I’ll show you up."
amy,Really? Is that what you think?
sheldon,"Yes, that’s what I think. And I’m super smart, so it’s probably true."
amy,"Hey, I’ve been training in the field of neurobiology for 12 years. You’ve been here for three hours, and you’ve spent one of them in the bathroom."
sheldon,I’m sorry. It takes me a while to get things going on an unfamiliar toilet.
amy,"Sheldon, I’ve given you the simplest things to do, and you haven’t done one of them right."
sheldon,Maybe that’s because I’m not being challenged. It’s the same reason Einstein failed math.
amy,Maybe the math was too bubbly for him.
sheldon,"You think you’re doing science by cutting up that brain? They could do the same thing at any Quiznos. And they’d offer to toast it for me, too."
amy,"Okay, smart guy. I’m about to remove the locus coeruleus, which is incredibly delicate work. Have at it."
sheldon,All right. I’m no stranger to a little gray matter. Locus coeruleus. Locus coeruleus.
amy,"You’re getting warmer, it is, indeed, in the brain. Hope your hands are steady. It’s the width of a single hair. But this is just biology, so I’m sure it’s no problem for a genius like you."
sheldon,"It’s not. I’ll have you know, in the field of physics, we work with particles so small, they make fat jokes about the locus coeruleus, i.e., when your locus coeruleus sits around the house, it sits around the house."
amy,"Oh, are we nervous, Dr. Cooper?"
sheldon,No. What you see is a man trembling with confidence. Does a locus coeruleus normally bleed that much?
amy,No. But your thumb does.
sheldon,"Oh, dear. "
amy,"Yeah, you’re a biologist."
howard,What are you doing here?
sheldon,I’m on vacation. Social convention dictates that I let my hair down at a local watering hole. Social convention is stupid.
howard,What happened to your thumb?
sheldon,"You know, I have ten fingers and ten toes. If I tell you a story about each one of them, we’ll be here all day, let’s just move on."
sheldon,"Ah, seeing as I’m on vacation, a pina colada seems appropriate. Extra pineapple slices, extra whipped cream, extra cherries, extra umbrellas, and, uh, hold the rum. Don’t let me have too many of those."
penny,"Hey, what are you guys doing here?"
howard,"We’re grown men, we drink at bars."
penny,No and no. Everything okay with you and Bernadette?
howard,"Oh, yeah, sure."
penny,You and Amy? Good?
sheldon,"Oh, better than good."
penny,You know those girls text me every detail of their lives as it happens.
howard,I’m not signing a pre-nup.
penny,"All right, Howard Wolowitz, listen up. You sign anything she puts in front of you, because you are the luckiest man alive. If you let her go, there is no way you can find anyone else. Speaking on behalf of all women, it is not gonna happen, we had a meeting. And you, a grown man fainting at the sight of a little blood."
sheldon,"Excuse me, this is a fairly substantial wound. "
sheldon,Amy?
amy,What do you want?
sheldon,"I was kind of hoping I could continue vacationing in your laboratory. After all, I did book the whole week."
amy,Do you honestly think you can just waltz back in here after the way you behaved yesterday?
sheldon,I was not myself. I had lost a lot of thumb blood.
amy,That’s not an apology.
sheldon,That is your opinion.
amy,I want a real apology.
sheldon,I’m sorry that you weren’t able to…
amy,No.
sheldon,That my genius…
amy,No.
sheldon,That the soap was…
amy,Sheldon.
sheldon,Fine. Sorry.
amy,"You’re forgiven. Now, if you want to stay, get started on those beakers. They’re still dirty from yesterday."
sheldon,Next year I’m going to Epcot.
bernadette,Are you mad at me?
howard,"No. I’m not mad at you. I just wish you would have come to me, so I didn’t have to hear it through the nerd-vine."
bernadette,"So, what are we gonna do?"
howard,You really want me to sign a pre-nup?
bernadette,"I don’t know. My dad’s pretty insistent on it, though."
howard,"Why don’t I talk to your dad, man-to-man?"
bernadette,"Really? Oh, that’d be so great."
howard,Done.
bernadette,"I should probably give you a heads-up about a couple of things. Even though he’s retired from the police force, he still carries his gun. But don’t worry, he won’t shoot it. It’s more of a fashion statement."
howard,Okay.
bernadette,"And just to be safe, when you talk to him, don’t bring up Jimmy Carter, gardeners, foreign people, homosexuals, Sean Penn, Vatican II, gun control, organic food, the designated hitter rule, recycling or the fact that you’re Jewish."
howard,"Got it, got it. Will you e-mail me that list?"
bernadette,"So the thing to watch for, if he’s shouting at you, you’re okay, but if he starts to get real quiet, leave as quickly as you can without making eye contact. Not in a straight line, throw some zigs and zigs in there."
howard,"You know, this isn’t that pressing. Why don’t I talk to him about it in May."
bernadette,In May you’re gonna be on the International Space Station.
howard,They’ve got a phone.
raj,It was a nice retirement party.
howard,"I guess. Still, it’s a shame Professor Rothman was forced to step down."
leonard,What choice did the university have? He snapped. It happens to theoretical physicists all the time.
howard,I wonder how long Sheldon’s got.
sheldon,These shrimp are all the same size. There’s no the logical order to eat them in.
leonard,Can’t be very long.
raj,"Hey, look, there’s Rothman’s empty office. Sad."
leonard,Yeah.
sheldon,"Mm, indeed."
howard,So sad.
sheldon,Dibs.
sheldon,"What are you doing here, Kripke?"
sheldon,This is not your office. It hasn’t been assigned yet.
sheldon,"Dibs? This is a university, not a playground. Offices are not assigned because someone called dibs."
leonard,You just called dibs.
sheldon,Shut it. Offices are assigned by seniority. I arrived at the university first.
raj,I’m glad that men are wearing hats again. They’re so distinguished.
amy,I got you a little something.
penny,"A little something? Oh, it… what, this is huge."
amy,What’s huge is what you’ve done for me.
penny,"Oh, no, Amy, I haven’t done anything."
amy,"No, no, before I met you, I was a mousy wallflower. But look at me now. I’m like some kind of downtown hipster party girl. With a posse, a boyfriend and a new lace bra that hooks in the front, of all things. Open it. Open it."
penny,Okay. 
amy,I wanted to get you something you didn’t have.
penny,Wow. I-I don’t know what to s… Wow.
amy,Do you like it?
penny,Do I like it? Wow.
amy,"So, uh, where are you gonna hang it?"
penny,"Oh, my God. Hang it. Wow. Um, you know, I’d have to go get a hook and nails and a hammer and…"
amy,No problem.
penny,"Oh, look. You, huh, you just, you got it all right there. Wow."
sheldon,I found him. He’s in the bathroom. President Siebert?
sheldon,I’m sorry. We just need a word.
sheldon,We tried. His assistant said he was on sabbatical. Although we distinctly heard his office window open and shut.
sheldon,"Oh, my. President Siebert, I don’t mean to be an alarmist, but difficulty initiating a urine stream could be a symptom of benign prostatic hyperplasia. If you’re interested, I can send you a link to a YouTube video that’ll show you how to perform your own rectal exam. Yeah, uh, helpful hint, trim your nails first."
sheldon,"Oh, he’s just trying to butter you up. And for the record, butter is an excellent lubricant for your rectal exam."
sheldon,Kripke?
sheldon,You’re in my spot.
bernadette,That is big.
penny,So big.
bernadette,And ugly.
penny,So ugly. What am I gonna do?
bernadette,"I don’t know. You can’t take it down. You’ll break her heart. Look at that face. That enormous, unsettling, crazy face."
penny,Is there any chance I’ll learn to love it?
bernadette,That depends. Do you like pictures of yourself where you look like a man?
penny,"All right, it’s got to go."
bernadette,What will you tell Amy?
penny,How about I tell her the painting makes you feel jealous because you’re not in it?
bernadette,Nuh-uh. What if she gets me one? I already have a picture of me and Howard’s mom getting our hair cornrowed in Venice Beach. I’ve suffered enough.
penny,"Well, I guess I could take it down and put it up when she comes over, but it’s kind of heavy."
bernadette,"Mmm, too bad you’re not as strong as the dude in the painting."
raj,"Would you look at this? I paid twenty five dollars to some kid on eBay for a handcrafted Harry Potter wand. He sent me a stick. He went into his backyard, he picked up a stick."
howard,It’s numbered.
raj,"Ooh, limited edition. Nice."
sheldon,"Oh, that’ll be Kripke."
leonard,What’s he doing here?
sheldon,"We’re going to work this office situation out like gentlemen. And if that doesn’t work, I’m going to poison his tea."
sheldon,Kripke. Come in. I’m making tea. Would you like a cup?
sheldon,Fine. In the interest of preserving our friendship…
sheldon,"Well, that’s a little hard to hear, but all right. As you know, the essence of diplomacy is compromise. With that in mind, I propose the following. I will take Rothman’s office, and you will find a way to be okay with that."
sheldon,You sure I can’t get you that cup of tea?
raj,How about you decide this with Rock-Paper-Scissors-Lizard-Spock?
sheldon,Rock-Paper-Scissors-Lizard-Spock was created by Internet pioneer Sam Kass as an improvement on the classic game Rock-Paper-Scissors. All hail Sam Kass.
sheldon,"Oh, it’s very simple. Scissors cuts paper, paper covers rock, rock crushes lizard, lizard poisons Spock, Spock smashes scissors, scissors decapitates lizard, lizard eats paper, paper disproves Spock, Spock vaporizes rock, and as it always has, rock crushes scissors."
sheldon,"Well, of course. Scissors cuts paper, paper covers rock, rock crushes lizard, lizard poisons Spock, Spock smashes scissors, scissors decapitates lizard, lizard eats paper, paper disproves Spock, Spock vaporizes rock, and as it always has, rock crushes scissors."
sheldon,"Surely. Scissors cuts paper, paper covers rock, rock…"
howard,"Sheldon, stop. He’s screwing with you."
sheldon,"Is he? Well, then, it seems we have reached an impasse. I see no other option than to challenge you to a duel. I’d smack you with a glove, but just last week I packed away my winter things."
howard,It’s the 21st century. You can’t have a duel.
leonard,"H-h-h-hang on, Howard. Barry, how good of a shot are you?"
sheldon,"Not pistols. Minds. A trivia contest, and you may choose the field of battle. Star Trek trivia, Star Trek"
leonard,It’s gonna be hard to find something you’re both equally good at.
raj,Is there anything you’re both equally bad at?
leonard,"All right, this is one-on-one. First person to five wins the office. Any questions? Yes, Sheldon?"
sheldon,Five what?
leonard,Balls in the basket. 
sheldon,Ew!
leonard,You know all those terrible things bullies used to do to us?
raj,Yeah.
leonard,I get it.
sheldon,"Hey! He did that on purpose,"
leonard,"No, he didn’t. Nothing that’s happening here is being done on purpose. Okay, uh, forget one-on-one. Let’s try a free throw contest. First person who makes a basket wins the office."
leonard,"No. No, I’m not."
sheldon,"Use the force, Sheldon. Use the force.  I’m gonna need more force."
leonard,"All right, we gave it 45 minutes. It’s no longer funny. Let’s try something else."
sheldon,What do you propose?
leonard,"Uh, on the count of three, both of you bounce the balls as hard as you can. The highest bounce wins the office."
sheldon,"I don’t think so, Kripke. I’ve bounced many a rubber ball in my day."
leonard,"All right, that’s enough trash talk. One, two, three."
howard,Sheldon was higher.
leonard,"Congratulations, Sheldon. You win office."
sheldon,Who’s unsatisfactory in P.E. now?
amy,"Oh, what a great movie."
penny,I cannot believe you’ve never seen Grease.
amy,My mother didn’t allow me to watch it. She was afraid it might encourage me to join a gang.
bernadette,"I’ve got to go. I’ve got to get up early. My company’s testing a new steroid that supposedly doesn’t shrink testicles, and the last one there has to do the measuring."
amy,"I guess I should get going, too. Good night, painting Penny. Good night, real Penny."
penny,"Good night, real Amy."
amy,"You don’t have to say good night to painting Amy, ’cause she’s never leaving."
bernadette,"Good night, real Penny."
penny,Bye.
bernadette,"Good night, transvestite Penny."
penny,"Ah, okay. Let us take you off the wall. Out of sight, out of mind. I wish."
amy,"You know, can I borrow that movie? Those singing hooligans really got my motor running."
penny,"Sure, sure. Enjoy. I mean, get it back to me when you can, or, you know what, actually, you keep it. It’s just going to be my gift to you. Bye."
amy,Thank you. Wait. Where’d the painting go?
penny,It’s right over there.
amy,Why?
penny,I have no idea. That is weird.
amy,You hate it.
penny,"No. No, no. It’s just, it’s a little big."
amy,I feel like an idiot.
penny,"No, come on, you’re not an idiot. Look, just help me put it back up."
amy,Why? So you can just take it down when I leave? I don’t need your pity.
penny,"Oh, Amy, come on."
amy,I’m just glad I didn’t go for the sculpture.
sheldon,"Ah, the spoils. I see why victors love them."
raj,"I’m happy for you, Sheldon. But I have to admit I’m going to miss sharing an office with you."
sheldon,"Oh, of course you are. Feel free to drop by any time."
raj,Thank you.
sheldon,Yeah. Call first. 
sheldon,Professor Rothman. This isn’t your office any more. You’re retired.
penny,I came to say I’m sorry.
amy,Don’t bother.
penny,"Oh, Amy, please."
amy,"I’m so humiliated. I sat there the whole time that we were watching Grease, thinking you liked the painting."
penny,I know.
amy,I was a fool from Summer Lovin’ to the very last rama lama lama ke ding a de dinga a dong.
penny,You’re right. You’re absolutely right. I should have been honest with you and told you the gift was too much.
amy,"Yes, too much. Because our friendship is fundamentally asymmetrical. I clearly like you more than you like me."
penny,I don’t think you can put a number on how much one person likes another.
amy,I bought you a painting that’s 12 square feet in area. There’s a number.
penny,"Amy, come on…"
amy,"If you don’t like feet, you can try dollars. The painting set me back three grand."
penny,"Three gr… Oh, my God! Look, look, Amy, all you need to know is, you are my friend and I don’t want to lose you out of my life."
amy,"I’m sorry, I’m just having trouble believing you right now."
penny,Grab your hammer.
amy,No. Damage is done.
penny,"Okay, look, I didn’t want to say this, but the real reason I took the painting down was because it made Bernadette very jealous."
amy,"Oh, my goodness, how could I have not seen that? The painting is a constant reminder that of the three of us, she is the least cool."
penny,"Yeah, th-th-th-that’s what it is, so…"
amy,You have such a good heart.
penny,"Huh, I try."
amy,Come on.
penny,Well where are we going?
amy,We’re going to go put this painting back up in your apartment.
