speakers,dialogue
phoebe, You know what? You are right. I am gonna quit. It's time  I took my life back!
rachel, Good for you Pheebs!
phoebe, Ok.
phoebe," Okay  If you guys have microphones in there too, I didn't mean any  of that. I love you."
ross," Haha! Got ya! Die, die, die!"
ross,  Hey!
ross," Hey, how was the Met?"
ross," Yeah? Joey really knows his art, huh?"
ross, What do you mean?
ross,"  Wait a minute... when you guys walked  into the Met, did you go to the right?"
ross,"  Oh Joey, Joey! But still, I mean, it seems like  you guys are having a great time together."
ross, What?
ross," What, I mean, a little, but no, what, go on."
ross,"  Yeah. But you know what? I think you should give Joey  a chance. I mean, he's a great guy, and sure he doesn't know that much about  art but you know, you can always talk about that with someone else."
ross," And if you think about it, I mean the reason he memorized all  that stuff is because he thought it was important to you. You know, that's the  kind of guy Joey is."
ross, That was going to be my next argument.
joey, Hey!
ross, Hey!
joey,  You're ready?
joey,"  Hey Ross! That art stuff worked, you hooked me  up."
ross, Glad I could help man.
joey," Although some of that stuff wasn't where you said it was gonna  be, but...  I made it work."
chandler,  It is not okay that I'm aroused by this now.
chandler," Hello? Oh hi, Doctor Connelly. "
monica, Hey sweetie.
chandler, Doctor Connelly just called.
monica," With good news?  """"Doctor Connelly just  called! """" But so what is it? Is there a problem, uh? Is there a problem  with me or with you?"""
chandler, Actually it's both of us.
monica, What?
chandler, Apparently my sperm have low motility and you have an inhospitable  environment.
monica, Oh... what does that mean?
chandler, It means that my guys won't get off their barcaloungers and  you have a uterus that is prepared to kill the ones that do.  It means...
monica, Chandler?
chandler,"  It means that we can keep trying, but there's  a good chance this may never happen for us."
monica,  Oh my God!
chandler, I'm sorry.
monica, I'm sorry too.
chandler," Well, we're gonna... we're gonna figure this out."
monica,  I know.
phoebe,  Good morning receptionist.
phoebe," Rachel Green?  Son of a bitch, she came back?"
phoebe,"  Are you ready for  your Scottish massage? Put your face in the hole, lassy."
rachel,"  Oh, lucky me! Coffee and a live sex show!"
rachel," Oh... Oh, I'm sorry! I'm not... I was just-I was just reading to Emma."
rachel," Yeah, yeah... It's... """"climax your way to better skin""""."""
joey," So you need someone who knows fashion, to tell you what looks good."
rachel,"  Not me, not me, not me, not me, not me!"
joey, Oh hey Rach!
rachel, Yeah...
joey, Maybe you could take Charlie shopping.
rachel," Oh, well..."
joey," Are you kidding? Rachel loves to shop! And she has great taste! Yeah, she's the one who taught me, you don't wear white after labour day and that you always, always, always have to put on underwear when you're trying on clothes."
rachel," Ok, uh-uh... Let's-Let's shop!!"
joey," ... and some slutty lingerie, SLUTTY!"
phoebe,"  That's off, right?"
joey," What's the matter, Pheebs?"
phoebe," Oh... Mike's sister just invited me to a party tonight, he's gonna be there. And she was like """"Oh, don't worry! I asked him. He's totally ok with seeing you!"""". So now I have to go so he'll think that I'm totally ok with seeing him!"""
rachel," Which you're not, because you've totally hung up on him!"
phoebe, Exactly!
rachel, And you're gonna want him to eat his heart out so you're gonna have to look fabulous!
phoebe,"  Aaargh, sexual politics!!"
rachel," Hey Pheebs, I'm-I'm taking Charlie shopping, why don't you come and I'll help you find something."
phoebe," Ok, that'll be great!"
joey," Oh, ain't that nice? The three of you trying on slutty lingerie together."
rachel, That's not what we're gonna do!
joey," Why would you ruin it, who was that hurtin'?"
chandler,  Wow! Fortunately she has a very pretty face!
monica," Oh, I so can't believe this! My uterus is an inhospitable environment? I was trying so hard to be a good hostess!"
chandler," Oh, I can't believe my sperm have low motility because, let me tell you, when I was growing up they sure seem to be in a hurry to get places!!"
chandler, Hi.
monica, Hi.
monica, Ok.
chandler," Oh, DAMN IT!"
monica," Don't worry, after a while he'll tune it out."
monica,  Ok.
chandler," Is that a hint? Because we love you Doctor Connelly but we don't think we'd want you to be our child!  Wow, talking about an inhospitable environment!"
rachel," Hi! Ok, you're ready to go pick up Phoebe and go shopping?"
joey, 
rachel, Not gonna find any clothes in there!
ross,"  Hey, you guys!"
rachel, Hi.
ross, Guess who's up for keynote speaker at the National Paleontology Conference?
ross," Yeah, right! What was last time he met a submission deadline for an abstract  Well, why are you laughing?"
joey," Just... seeing what it'd be like to be a paleontologist... it's fun, yeah!"
ross," Professor Sherman, yeah. I've a meeting with him today."
ross," Yeah, well... I think I know how to dazzle him."
rachel," Oh... you're not gonna do a magic trick, are ya?"
ross, Tsz... NO! .
chandler,  Hey guys!
ross," Wait a minute, you guys. Oh, I wanna ask you something. I-I I may get to speak at this paleontology convention and if I do, I'd love for you guys to come and hear me."
chandler," I think I can safely say that we all have family issues, work stuff and/or are sick."
ross, It's in Barbados.
chandler, But you come first!
rachel, I'm there!
joey, Bye.
rachel," Bye, see ya. "
chandler,  Ok.
joey," All right, so. How did it go at the fertility clinic?"
chandler, Not as much fun as last time. Apparently you only get porn if you're giving a sperm sample.
ross, So-so what did the doctor say?
chandler," Well... there's surrogacy, but Monica has dreamt her whole life of carrying a child, she has felt that watching a surrogate would be... too hard for her."
joey, So you're ruling out surrogacy?
chandler, Yeah.
joey," So, I don't have to learn what that means?"
chandler," Aside from adoption the only other choice is insemination, so... we're talking about sperm donors."
joey," Enough said, I'm there for you man. Where is she, upstairs?"
chandler,  ah-ha!
ross, How do you feel about all this?
chandler, I wish there was an easier way for us to have a child but I don't think there is one.
joey," Come on Ross, be a good guy. Step up and do it!"
ross,  What?
ross,  What? NO! I am not going to give them Ben!
ross, The data we are receiving from MRI scans and DNA testing of these fossils are - are staggering.
ross,"  is that the repercussions could be huge! I mean, not just in palaeontology, but if-if you think about it, in evolutionary biology, uh, genetics, geology, uh, I mean, truly the mind boggles!"
ross," Oh, that's not what you want..."
phoebe," Oh, I'll take some of that."
rachel," Pheebs, that's for men!"
phoebe," No, I know, this way when I go to the party later Mike will know I am over him cause I'm gonna smell like another guy.  Yeah."
phoebe," Ok. Oh good, I'm dating a Russian cab driver. . Seriously does anyone buy this? I smell like beets!"
rachel," On Melanie Griffith in """"Working girl"""". I think what you want is over here."""
rachel, Really?
rachel," Oh, I can't. Because I-I've seen them."
rachel," Yeah! I'm a big fan! Of the movies, you know. Motion pictures. The Talkies!"
phoebe,"  Hey Rach, will you come with me to a dressing room?"
rachel, Sure!
phoebe, Ok!
rachel, You know that depends on what it is! I've done a lot of stuff.
phoebe," So what were you doing out there, do you not like Charlie?"
rachel," She's ok, I just don't get a really good vibe from her!"
phoebe, Why?
rachel," I don't know, you know, just the way she waltzed in here all smart, and tall! You know, and just swept Joey off his feet... I mean, nobody else has a chance!"
phoebe, Who else?
rachel," Anybody! You, me, you know, Monica's mom..."
phoebe, You like Joey?
rachel," Shhhhh! Phoebe! All right, look. I have a little thing for him."
phoebe,  Oh my God!
rachel," It's just physical and I have it totally under control! Ok? It's just, when I see them together, sometimes I just get a little jealous!"
phoebe," Uh, wow! Isn't it ironic that he liked you and now you like him?"
rachel,"  Oh, I get it!"
phoebe," Oh well, as long as it is under control, you know, you can't do anything about it, he's already dating her, and she is a nice person, that wouldn't be right."
rachel," I know, I know, so it is just not a big deal."
phoebe, Yeah.
rachel, So can we keep this between us?
phoebe, Sure!
rachel," Ok, great, because I gotta get out of here, the smell of beets is killing me!"
phoebe, Oh.
phoebe, Any chance Charlie has a deaf twin?
monica, Hi honey!
chandler," Hey! Look I brought a friend for dinner, this is Zack, from work!"
monica," Oh, of course, it's so nice to see you again, Zack!"
chandler," You guys haven't actually met before, but, boy! You're both polite!  Go to have a seat Zack, and I'll get you a beer."
monica, I got it.
chandler,"  So, Zack's pretty nice, uh?"
monica," Yeah, I guess."
chandler," So, how would you like to have a baby that's half yours and half his!"
monica,  Excuse me?
chandler," Well, we're talking about sperm donors and Zack may be the guy! I mean, look, he's intelligent, he's healthy, he's athletic, I mean, he is """"spermtastic""""!"""
monica," Chandler, this is crazy! What did you even say to him! """"Come up, meet my wife! Give us your sperm""""!"""
chandler," No, I invited him to dinner so you could get a chance to get to know him! I mean, if we go through a sperm bank you never meet the guy, get to check him out."
monica, Chandler!
chandler," I'm telling you, he's great! I mean, even if my sperm worked fine, I'd think he'd be the way to go!"
monica, I'm not going to be a part of this! You can't just bring some random guy at home and expect him to be our sperm donor!
chandler, Ok!
monica, Uh!
chandler,  Zack!
monica," Tell me about yourself, Zack!"
rachel," Oh, God, do you think she heard? It would be so bad if she heard!"
phoebe," Well, maybe she didn't hear! Ok I'm gonna go into that dressing room, you stay in here and I'll talk and see if you can hear me."
rachel," Ok, great!"
rachel," Oh, thank God I can't hear a word that you're saying!"
phoebe,  I didn't say anything yet!
rachel,"  Well, get back in there and talk!"
phoebe,  I'm Rachel. It's so annoying when I put Emma on the phone to talk with my friends.
rachel,  What!?
phoebe,"  Well, some things are just hard to say to your face."
rachel," Ok well, I heard that! Which means that she heard it too!"
phoebe, Ooh! We have a problem.
rachel, Oh! What are we gonna do?
rachel, Oh my God!
rachel,  Alright! Enough out of you!
joey, Hello?
ross," Joey! Hey, I need to talk to Charlie. Is she there?"
joey, No. no... eh... she went shopping with Rachel. Why? What's up?
ross, I'm meeting with professor Sherman about my being the keynote speaker...
joey, Oh! How's it going?
ross," It could be better! He, uhm... he fell asleep!"
joey, What!? But I already bought my ticket to Bermuda!
ross, Barbados.
joey," Fine, I'll rent a car and drive...! Ross, you have to get that job!"
ross, What am I supposed to do? He's out cold! In fact he was just talking in his sleep before and evidently he wants someone named Fran to spank him harder.
joey," Well, just wake him up!"
ross," I can't! If he realizes that I'm the one that put him to sleep, I won't get the job!"
joey," Uh! That's a tough one. Oh! Wait a minute, this happened to me before! Yeah, I was auditioning for a play and the producer fell asleep and...  no wait a minute... it was me who fell asleep... Yeah I mean hey, Shakespeare, how about a chase scene once in a while!?"
monica, Hey guys! Dinner's ready!
chandler," So what do you think? I want that guys genes for my kid! Those eyes, those cheeckbones!"
monica," Ok, there's enthusiastic and there's just plain gay!!"
chandler, You don't like him.
monica, I think he is fine! It's just that we don't know anything real about him... we should get more information.
chandler, Alright! Just follow my lead!
chandler," Oh! Thanks, I'm crazy about our place. Hey! speaking of crazy... do you have a history of mental illness in the family?"
chandler,  That's really not the kind of thing we are looking for Zack.
monica," Oh, friends first, drunk in London, you know the story. I've got a better question for you"
monica," Eh... Heart Disease, Alzheimers, gout?"
monica, We're just making conversation. 
chandler," You know what's not funny? Male Pattern Baldness """
monica, Sure! Alright...
chandler, I noticed you were enjoying that Ravioli with a beautiful set of teeth. Did you have braces as a child?
monica, Yess!! 
chandler,  We're teeth people Zack!
rachel, Alright! Let's just do it. Let's just go over there and see if she heard.
phoebe, Good plan.
rachel, Ok.  Wha...? where? Where are you going?
phoebe," Oh! I'm sorry Rachel, I don't have time for your childish games, ok? I still have to go find something incredible to wear so I can beat Mike at """"who's more over who""""! """
rachel,"  Hey, hi! Hey, where've you been?"
rachel,"  Oh! Wi... in the dres... in the dressing room!? Well, that's so weird! Phoebe and I were just trying on clothes in the dressing room. God it's just such a small world!"
rachel," Oh God. You did. You heard. Ok, listen, let me explain."
rachel,  Yeah.
rachel," Yeah! That's Phoebe. That's Phoebe. You know, she just wants them all! It's like she's a nympho!"
rachel, Yeah...
rachel,  I try...
ross, 
joey, ... stop-eating hot! Which is like the highest level of hotness!
phoebe, Are you sure? Because I'm really dreading going to this party.
joey, Then don't go!
phoebe," Mike knows I'm coming, and if I don't show up he'll think it's because of him! And I don't want to lose face! That's a very serious thing in my culture."
joey," Alright, then you go to that party and you pretend to be over Mike. And afterward you come to my place and I'll get you good and drunk!"
phoebe," You got it! Ok. But not on the wine that you made, ok, because I just don't want to go back to the Emergency Room."
phoebe, David?
phoebe, Oh my God! 
phoebe, Yeah. What-what are you doing here?
phoebe, What happened?
phoebe, Yeah?
phoebe," Well, it's great that you're back! How are you?"
phoebe, Good!
phoebe,"  Oh, good for you."
phoebe, Mike and I broke up.
phoebe, Really?
phoebe," I understand. Yeah. Ok so then ok, so we're both living in New York, not seeing anyone. That's so not like us!"
phoebe, Well...  no.
phoebe, I'd love to.
phoebe, Ok. 
phoebe," Oh, got it, stay upwind of me."
rachel," No, that's David."
rachel,  Tip of the iceberg.
chandler, You sure you don't wanna stick around a little longer?
chandler," Are you just tired now or are you always tired, 'cause that could be a sign of clinical depression."
chandler, Ok.
chandler, I think we've found our sperm!
monica, Does seem pretty perfect.
chandler," Yeah, you think so, well? Should I ask him?"
monica,  No.
chandler," Why not, just because his great-grandmother was obese, our kids are gonna get that from you anyway!"
monica," No, that's not it. It's just that when we were asking him all those questions before, I just... I just realized I don't care if he's the most perfect guy in the world... he's not you."
chandler," Yeah, he's better!"
monica," No, he's not. And if I can't get pregnant with you, then I don't want to get pregnant by... him or anyone else."
chandler, Really? Are you sure?
monica," Yeah, I'm sure."
chandler,"  Thank God, because I don't wanna do this either. You know, I was just doing because I thought that was what you wanted to do. You know, I'm the husband, I'm supposed to... bring the sperm."
monica, That is so sweet. I love you. 
chandler, So you know this leaves us with...
monica, Adoption.
chandler, How do you feel about that?
monica, I think I feel ok about it. Actually I think I feel really good about it.
chandler, Me too. I wanna find a baby that needs a home and I wanna raise it with you. And I wanna mess it up in our own specific way.
monica," So this is it, we're really gonna adopt?"
chandler,  Yeah.
monica,"  Oh my God, we're gonna be parents!"
chandler, We are gonna be great parents.
monica," And it could be soon. I mean, think about it"
chandler," Wait, if we're lucky, and we're really really really quiet, we may be able to hear the sound of a condom breaking!"
chandler," Hey, Zack!"
chandler," Look, I just wanted to apologize for last night. I got the feeling we made you a little uncomfortable."
chandler, Really?
chandler," My wife and I have some boundary issues, you know, sometimes we ask inappropriate questions. We're working on it."
chandler," You wouldn't know if Jeanette's planning on keeping her baby, would ya?"
joey,  Hey! I'm all packed and ready to go!
ross," Oh, that's right!  Daddy and uncle Joey are going on a trip today. We're going to a conference in Barbados, right?"
joey, Mmh-mmh.
ross,  Can you say Barbados?
joey, Barbados!
ross," Ok, I gotta say. I mean, it means so much to me that you guys are coming all the way over there to hear me do my speech! UH! And I've a surprise, uh... I had to pull some strings but I was able to get everyone passes to the entire conference! That's right!  This babies will get you into all the paleontology lectures and seminars."
rachel, Do you have anything that would... get us out of them?
chandler," Yeah Ross, I mean... we're excited to hear the speech but the rest of the time we're gonna wanna do, you know, """"island's stuff""""."""
phoebe, I think David would probably wanna hear a few lectures.
ross," Oh, right, because he's a scientist!"
phoebe," No, no, because, you know, he's been in Minsk for 8 years and if he gets too much direct sunlight, he'll die."
ross," Ok, we gotta go, yeah? So, we'll see you guys tomorrow."
joey," All right, let's do it! 5 hour flight with Charlie, have a couple of drinks, get under that blanket and do what comes naturally."
ross," It's a blanket Joe, not a cloak of invisibility!"
ross,  Look at all these paleontologists!!
joey," I know, there are gonna be some pasty folks by the pool tomorrow! "
joey,"  I think I've been recognized, this happens all the time!"
joey, That... never happens...
ross," Wow! This is very flattering, uh..."
ross," Uh, uh... Sure! Uhm... """"Dear..."""" """
ross," """"... Sarah. I dig you"""", Uh? """"Doctor Ross Geller""""."""
ross," Yeah, oh and Sarah... I'd like to introduce you to my colleague, uh, Professor Wheeler, a-and this is Joey Tribbiani."
joey," No, God, no! No! No no, I'm an actor. You'd probably recognize me from a little show called """"The Days of Our Lives""""."""
ross," Dude, it's just """"Days of Our Lives""""... there's no the."""
joey,"  Ok, Ross! It's... It's fun, yeah! No, I-I play Doctor Drake Ramoray."
joey, You don't own a TV? What's all your furniture pointed at??
monica," David, can you help me?! I'm trying to explain to Chandler how a plane stays in the air."
monica,  See?
chandler," Yeah, that's the same as """"it has something to do with wind""""."""
monica," Alright, I'm gonna go pick up a few things for the trip."
phoebe," Oh, I should go, too. Oh, now... tomorrow do you guys wanna share a cab to the airport or should Mike and I just meet you there."
phoebe, Mike?? Who's Mike?
phoebe," That's right! Oh, yeah... Well, I've totally forgotten about im! AH! That's-That's... a blast from the past!"
phoebe," Really, it doesn't mean anything. I mean, you know, Monica refers to Chandler as Richard all the time!"
chandler,  She does?
monica, 
monica, At least you took me down with you!
phoebe," I'm sooo sorry!! I just... I keep thinking about Mike! I'm crazy about David, and we're having so much fun together. Why-Why do I miss Mike? That's-that's gonna go away, right?"
monica," I guess, in time."
phoebe, Yeah.
monica," I mean, my feelings for Richard are certainly gone."
phoebe," You just did it again. Chandler, your feelings for Chandler are certainly gone!"
chandler, I wouldn't read too much into it.
chandler," David, let me stop you there 'cause I think I see where this is going. I'm not very good at giving advice. So if you want advice, go to Ross, Monica, or... Joey, if the thing you wanna advice about is pizza toppings or burning sensation when you pee."
chandler," Seriously, we're gonna do this?"
chandler," Oh, because his penis was too big.  They broke up because Mike didn't want to get married. Hey, what if you just let Phoebe know you'd be open to marriage?"
chandler, What?
chandler, I didn't mean now...
chandler," Well, you're welcome! Glad I could help."
chandler," David, I'm pretending to read here!!"
joey, Yeah! How you doin'? Yeah alright!
joey," Hey, hey! You said you're gonna wear a thong, where's the thong?"
joey, You really should have been more clear about that!
ross, Hey!
joey, Hey!
ross,  You're never going to guess who I just saw downstairs!
joey, Oh! ah! eh... Britney Spears!?
ross," Yeah, she never misses these conferences!  No, I just saw Dr. Kenneth Schwartz!"
ross, Yeah... what am I going to say to Kenneth Schwartz?
joey, You could say
ross,  Ready to go?
joey, Wha...? You're gonna go now? I thought we could hang out?
ross, Yeah.
joey,  Will you wear a thong?
joey, Oh... you got yourself a very weird deal!
ross, .
joey," Yeah, yeah. I've got tons of stuff I could do. I'm gonna hit the beach, go swimming..."
ross," Uh, Joe, have you looked outside?"
joey," No, why?"
joey, Oh man!
joey," I wasn't gonna swim, I was gonna dig a hole! "
monica, Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.
chandler,"  """"I do""""."""
monica," Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee."
chandler, David is going to propose to Phoebe.
monica, What?  Why?
chandler," Be-cause, we were talking about ways that he could beat Mike and I told him that Phoebe wanted to get married."
monica," Chandler, we have talked about this. You are not supposed to give people advice! Now couldn't you just have made some sort of inappropriate joke?"
chandler," I did! A penis one! Look, just so I know, what was so wrong about what I said?"
monica," They've only been going out for a few weeks and Phoebe is completely hung up on Mike! She'll say """"No"""", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone again."""
chandler," Man, that's some bad advice!"
joey, Oh! Hey! Thank God you guys are here!
rachel, Hey! Hey what's going on?
joey," Everything is upside down here! It rains all day long, nobody watches tv and Ross is famous!"
rachel," Alright, I don't wanna alarm anybody, but Monica's hair is twice as big as it was when we landed!"
monica," Ok! When I go places with high humidity, it gets a little extra body, ok?!"
chandler, That's why our honeymoon photos look like me and Diana Ross!
joey," Come on, I'll show you guys where to check in "
monica,"  Oh, honey, can you make sure we get a King size bed!"
phoebe,"  Oh! David, get one for us too! Oh, oh, and see if they have a heart-shaped one! And with mirrors on the ceiling!"
monica, .
rachel," Ooh! You guys are so lucky you are here with people, you known it's such a romantic place. That's all, I just wish I could  share that with a guy."
phoebe, Not Joey.
rachel," Not Joey, no, I was just lusting after Chandler."
monica," Yeah, right!"
chandler," Tonight?!  Oh, there it is!"
chandler, 
chandler," Monica, can I talk to you for a sec? "
monica, Ok!
chandler, David is going to propose to Phoebe tonight!
monica, See what happens when you give people advice? I hope you told him not to?
chandler, That would be advice!!
monica, Ok fine. I'll handle this.  Phoebe?
phoebe, Yeah?
monica,  I need to talk to you.
phoebe," Are you leaving """"The Supremes""""? """
phoebe, Wow? Really? That's fantastic!
monica, What are you serious? You wanna marry him? Wha... What about Mike?
phoebe," Oh, ok, you want me to marry Mike? Alright, well, let's just gag him and handcuff him and force him down the aisle. I can just see it"
monica, Do you really think marrying someone else is the right answer?
phoebe," Sure! Look, ok, bottom line"
ross," By using CT scans and computer imaging we can in a very real way, bring the Mesozoic era into the 21st century."
ross," Oh and you know what, it will be even better tomorrow, because I won't be constantly interrupted by Joey checking to see if they put chocolates on my pillow yet. ."
joey, Hey guys!
ross, The chocolates aren't here yet.
joey, Damnit!
chandler," Oh, is it on the computer, cuz I'd love to give it a read...?"
ross," If you want to check your email, just ask! "
chandler,  May I?
rachel,"  What's with the rain, Geller? I mean, when I signed up for Dino Week, nobody said anything about it being monsoon season."
rachel, It's not the time Charlie.
chandler,"  Oh, no, no, no dear God, no!"
joey," Oh what, did someone outbid you for the teapot?  Oh! Secret teapot?"
chandler," Your computer, I don't know wha... everything's gone!"
ross, Wha... what do you mean? 
chandler, It must be a virus. I think it erased your hard drive.
ross," What, oh my God. What did you do?"
chandler, Someone I don't know sent me an e-mail and I opened it.
ross," Why, why would you open it?"
chandler," Well, it didn't say """"This is a virus""""!!"""
ross, What did it say?
chandler, Nude... ... pictures of Anna Kournikova. I'm so sorry.
ross," What... what am I gonna do? My speech is gone, Chandler!"
chandler," It's not gone! I mean, I'm sure you printed out a copy. You have a hard copy, right?"
ross, NO! I don't!!
chandler," Well, you must be pretty mad at yourself right now...!"
joey, It's really gone?
ross, Yep! I'd like to thank you guys for coming down here to complain about the rain and ruin my career!
chandler, I just feel awful.
ross," Yeah, well you should! I mean, nude pictures of Anna Kournikova? I mean, she's never even won a major tournament!"
chandler," Well, I tried Billy Jean King, but... """
ross, Get out! 
rachel," You know, this happens all the time to my computer at work."
ross," Well, what do you do?"
rachel," Well, I usually go... play Tetris on somebody else's computer."
ross, I can't believe this. I can't believe this is happening. I have to give the keynote speech tomorrow! Ok? I have to stand up in front of all these people. What am I gonna say?
joey, I could teach you a speech that I memorized for auditions.
ross," I don't think that your monologue from Star Wars is gonna help me right now, Joe!"
ross, Wha... what you really think we can do that?
joey," Hey don't worry about that! I mean, Ross needs you! And Rachel and I will stay and help anyway we can."
rachel, Ugh.
ross," Alright, ok, let's do it.  And then, there's the... eh... there's the overview of the Triassic."
joey," Oh, oh! Any chance any of this happened in a """"Galaxy far, far away""""? ."""
monica," Ok, Mike, enough is enough, now you love Phoebe and she loves you, so you need to get over your whole """"I never want to get married"""" thing and step up!"""
monica," This is Monica! I'm Phoebe's friend. Listen, Phoebe is back with David and he's going to propose to her, and she is going to say """"yes"""" but I know she really wants to be with you!"""
monica," I... I'm sorry, did you say something? I can't hear through all this damned hair! "
monica," You don't tell me what to do! I tell you what to do! Just call her. She's at the Paradise Hotel in Barbados. And while I've got you, you've got curly hair. What do you do in humidity?  Damnit!"
monica,"  Well, I hope you're happy!"
chandler,"  Oooh! I hope you're happy too, honey!"
monica," Phoebe is going to say """"Yes"""" to David. See, that's what happens when you meddle in people's lives!"""
chandler," Phoebe is going to say """"yes""""? That's, that's great!"""
monica," No it's not, b'cause she's still in love with Mike!"
chandler, And there's not chance that will work?
monica," No, I called him. It's not gonna happen."
chandler,  Oooooooh! Meddler! Meddler!
monica," Well, if you hadn't meddled to start with, I wouldn't have had to go in there and meddle myself. Now, no matter how much we meddle, we will never be able to un-meddle the thing that you meddled up - in the first place!"
chandler, This vacation sucks!!
joey," I'm so bored! Stupid rain, we... we can't do anything."
rachel," Well, I've brought some books. We could read."
joey," Hey, it hasn't come to that yet."
joey,  Hey hey hey! Don't mind if I do!
joey," Hey Rach, do you feel like going to a convention?"
rachel, We can't. We're not pharmacists!
joey,  Eva Trorro... womba...
rachel,  Kate Miller?
joey, Kate Miller it is. 
rachel, And... that's the most sex I'm gonna have this weekend.
joey, In that case should I make sure it's on real good? 
rachel, Thank you. 
ross," Yeah, that's it?"
ross," Oh my God, we did it! "
ross," Yes, but I did make a pyramid out of the bath products. This is amazing, thank you, thank you so much.  That's a pretty necklace."
ross," Hey, what do you say we celebrate? Champagne? "
ross," Oh my God, I love you."
ross," That's Ben, my son from my first marriage."
ross, Yeah.
ross, No. 
ross,"  Oh, it was... it's complicated, you know? She... she was... eh... gay."
ross," Ok, odd thing to get excited about!"
ross, Hey! High-five! 
ross, My wife had a workout friend she went to the gym with everyday for a year. She didn't get any fitter.
ross," I know! It's like, if you knew, why didn't you tell me, you know? I mean, call, or leave a note"
ross," And then, you try to make the best of a bad situation, so you float the idea of a threesome?"
ross,  Me neither.
joey," Well, who knew? Pharmacists are fun."
rachel," I know, that old lady at the end was ready to take you home."
joey," Not enough pills in the world, Rach. What about you, you're the single one, seen anybody in there you like?"
rachel," Well, let's see. There was a really big guy that I was talking to, with the really nice breasts..."
joey," But what about back home, anything going on there? Anybody you like?"
rachel,  No.
joey," There it is, you're blushing!"
rachel," No, I'm not blushing, I'm sunburnt! From, you know, the rain."
joey, You like someone. Tell me who it is. Who is it? 
rachel, No.
joey, Tell me who it is.
rachel, Joey! 
joey," Come on who? Who do you like? Tell me. You're not getting away that easy. Who do you like, who?"
rachel," Joey, come on! It doesn't matter, you know, it's not like anything's gonna happen."
joey," What? Why not? Rach, who can you not get?"
rachel," Oh!  Ok. Ok, you really wanna know who it is?"
joey,"  Yeah, who is that?"
rachel, Do ya?
joey, Yeah.
ross, Hey!
joey," Right, of course. Hey, did you guys finish the speech?"
ross," Yep, we got it, we got it.  Thank you so much."
joey," Alright, hey look, and this isn't over, because I really wanna know who..."
rachel, Later! La...
joey, Yeah. 
rachel," Ok. See you, bye."
ross, Good night.
joey, Night.
ross," Ok, good night!"
monica, I can't believe she's gonna say yes to David. She's clearly in love with Mike.
chandler," You know, it's very hard to take you seriously when you look like that."
monica," Oh my God, he's gonna do it now. Please, I cannot watch this, let's go."
chandler," I think we have some time. Have you ever heard him talk?  """"Uh, Phoebe, uh, I would be honoured, uh..."""" Spit it out, David!"""
phoebe," Sure, ok, yeah."
phoebe," Oh my God, Mike!"
phoebe," No, Mike's here."
monica, IT'S THE HUMIDITY!
phoebe," What are you, what are you doing here?"
monica," You're the most incredible woman I've ever met. How can I lose you?  Now, I don't actually have a ring..."
chandler," I wouldn't brag too much about that thing, big guy."
phoebe,  No!
phoebe," I love you. But I never needed a proposal from you. I just needed to know that we were headed somewhere, you know, that we had a future."
phoebe," David, I'm so sorry, I'm sorry."
phoebe," Yeah, I might have said yes, but that would have been wrong."
phoebe, Yes! 
monica,  BECAUSE OF OUR MEDDLING! Alright?
chandler," Oh, ain't this nice? It's so quiet, I could just lie here all day."
monica, I know 
rachel,  Open your drapes! Open your drapes!
chandler, I'm so glad we've got adjoining rooms!
monica, The sun is out!
chandler, Hey! Remember when I had corneas?
monica," Ok listen, you go down to the pool and reserve the chairs, and I'll get the magazines and the lotion."
chandler, Ladies? Ross's speech is in 45 minutes.
rachel, Nooo!
monica, Damn it!
ross,"  Walls are pretty thin, guys!"
ross, Then we have to await the data from recent MRI scans and DNA testing which call into question information gathered from years of simple carbon dating.
rachel," Look at that woman sitting by the pool getting tan... so leathery and wrinkled, I'm so jealous!"
ross," Finally, factoring the profusion of new species recently discovered"
chandler,  Not to mention the cold sores.
ross," And that's just the herbivores. I'm not even gonna discuss the carnivores, their heads are already too big. Which is ironic considering their stunted cerebral development."
chandler,  Really?
ross," But all kidding aside, in much the same way that Homo ergaster [1] is now thought to be a separate species from Homo erectus..."
joey," He said """"erectus""""!"""
joey," No, he really said it."
ross, ... and while there are certainly vast differences between these Mesozoic fossiles and the example of Homo erectus...
joey, Erectus?
rachel, Homo.
ross,  Thank you!
ross," Oh, thanks guys!"
ross, Oh!
ross, 
rachel," All right! Well, uh...  we're gonna hit the beach?"
monica, Yeah!
rachel,  It was really... great!
ross," Oh, thank you so much!"
joey," Yeah, and so funny!"
rachel, Oh!
ross,"  Oh, I can't tell you how much it means to me that you were here!"
ross,  Ok!... Uh... excuse me? Yeah?
phoebe, Yeah! 
ross, Hey! 
ross, Yeah?
ross," Oh, I can't tell you how great it was to look at the crowd and see your face! I mean... uh, did you know you were  mouthing the words along with me?"
ross," No, it's ok! Made me feel like a rock star!"
ross,  I'd better not found you naked in my hotel room!
ross,"  Look, I took it too far!"
monica,"  I can't believe it's raining again! Oh, it's so unfair!!!"
phoebe," Well, on the bright side, now you won't have to see all these paleontologists with their shirts off.  Not you guys. You got it going on!"
monica," So, what are we gonna do today?"
monica,"  Honey, they have ping pong! Let's play!"
chandler, I don't think so!
